ID,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
1,0.245626543,0,5.787043527,0,0.41187831,7.160841957,94.62528863,3.04979331,16,330,18.46204628,329.0795959,11.3553899,50
2,0.114644739,0,5.490793201,0,0.631283143,7.854478658,35.57773037,7.526047329,19,330,17.61547947,239.5147519,12.51555196,50
3,0.294412406,0,10.10525943,0,0.456995897,6.306179697,91.87271034,3.029354757,21,187,14.9478813,396.9,15.46029636,50
4,0.841672603,50,5.537671248,0,0.54868746,5.567551589,94.42848038,3.287419228,22,187,18.68741142,396.9,32.56057445,39.9675224
5,0.102183603,0,10.73087805,0,0.471101807,6.320371896,81.35852747,2.608677048,9,187,19.0033994,217.3486017,8.228272356,50
6,0.102185617,0,4.765163151,0,0.38,6.992902098,89.0437516,5.751678232,9,187,16.30847813,396.9,4.424574862,50
7,0.900374383,0,15.14557881,0,0.468942259,5.869368627,61.38564622,8.845586441,9,711,20.13758713,289.3485539,8.821287702,50
8,0.339908667,100,6.992680918,0,0.630775842,6.209770571,43.36102587,4.159132524,17,279,19.94055296,309.1447145,30.37019073,40.83772991
9,0.077044719,0,2.837052932,0,0.38,6.538457895,27.84532493,3.460407829,12,711,18.60760768,396.9,6.128838161,50
10,0.259518329,0,2.050107328,0,0.580260082,7.142133497,94.57660377,3.38174354,13,330,18.52579029,396.9,11.66778255,50
11,0.077606722,100,11.20113454,0,0.407671692,6.842796613,68.79624395,1.007877471,8,711,20.58128304,265.9327484,27.2144049,46.04267027
12,0.077391703,50,5.444923782,0,0.623013048,6.871807579,73.40491407,4.819043345,16,666,19.30856681,396.9,15.87813291,50
13,0.180929962,50,14.06461052,0,0.635718272,6.00161201,28.38461832,3.550481429,18,187,16.95503801,396.9,32.36973989,35.34233829
14,0.01362381,0,13.25512859,0,0.529366248,6.581343269,69.38053891,4.113075417,1,666,18.06517378,284.2228581,4.850407441,50
15,0.017079072,0,8.193586957,0,0.529639821,5.794625671,59.37051354,2.326276459,1,666,19.72506868,334.62253,13.55878325,46.38667443
16,0.068924399,12.5,13.25217698,0,0.453236476,6.89186827,33.22809834,2.739489421,12,330,14.02889397,396.9,36.68273835,35.25623233
17,0.040139381,80,13.54498398,0,0.388529992,7.105853749,79.78034794,2.703338611,6,187,16.45064269,214.9888942,8.363449924,50
18,0.197324993,0,15.42907533,0,0.753771149,6.687354498,58.6886795,5.533450007,9,666,20.00070287,396.9,30.59650865,41.9213517
19,0.045518844,0,5.954412685,0,0.446191429,6.042812589,9.320135259,2.74730404,23,330,21.15953073,396.9,14.27608515,49.48263225
20,0.024853307,0,1.687348777,1,0.738135536,6.15739101,44.82792484,9.405834245,5,187,20.74630723,396.9,21.33774681,43.91751268
21,0.7856676,25,0.392907483,0,0.446859995,7.564561347,86.26374037,4.118261917,16,279,20.46524529,368.9843077,35.12082096,44.17818664
22,0.103215983,0,13.26646035,0,0.613022847,6.054502689,7.737268961,1.754455706,18,330,18.7854365,396.9,21.28285227,48.60737321
23,0.146758609,0,7.6898647,0,0.413463141,7.034995917,99.78826652,3.113435732,17,711,16.2364125,396.9,11.53343565,50
24,0.024484921,0,3.602411145,1,0.612807402,6.537224119,7.324852711,2.396866931,18,187,18.06742855,301.0140927,23.04013399,48.95266113
25,0.070421317,0,8.71964605,0,0.510929517,6.066104486,85.28110667,1.108279447,1,666,14.11480809,396.9,11.05541212,50
26,0.154603285,0,7.452794972,0,0.512498061,5.358745681,67.89195015,7.387101731,19,666,21.36144339,396.9,19.37570791,42.89538598
27,0.034006884,0,8.193448877,0,0.62320278,6.448120266,80.30657015,4.718878999,22,711,16.70235183,285.5609431,7.759316298,50
28,0.212425832,12.5,6.930982361,0,0.493703036,6.363770607,6.280513657,4.334488711,8,711,17.32663933,379.1257013,16.73423806,50
29,0.065824286,0,11.93275155,0,0.38,7.56457427,86.55336673,3.606370375,3,666,20.82896192,396.9,33.56808777,47.90840051
30,0.095366063,0,3.684298522,1,0.641356668,5.697865113,75.69598286,1.663612122,5,187,14.94782069,173.6447002,13.74586658,49.79107989
31,0.065739985,0,7.329373971,0,0.412491929,7.906338014,81.55572102,2.606977307,23,330,15.88331423,396.9,31.69675353,50
32,1.249487943,0,5.071650935,0,0.611982074,6.565167371,89.97722947,5.057591528,8,711,19.08953696,257.9526859,38,34.86812798
33,0.133160958,0,10.89043055,1,0.666759585,6.564480455,18.85035327,1.962835252,19,711,19.64483691,374.5021542,16.16149581,48.6751002
34,0.038034824,0,4.781747379,0,0.504940734,5.884849506,26.19048174,0.936238846,18,711,18.34225825,396.9,23.77216346,44.01335064
35,0.363147531,0,2.940373833,0,0.691882341,6.520294415,46.89700257,2.963725216,18,279,18.41401715,139.5845567,21.89191851,47.18226005
36,0.031272618,0,9.776233318,0,0.607814045,6.63113565,81.55103599,3.092937303,21,187,21.2904315,396.9,18.82267378,50
37,0.173884553,0,9.195324157,0,0.46649663,6.956129104,35.63283697,3.552962307,1,187,19.89990058,396.9,26.38346833,46.53459174
38,0.012886125,100,2.30136551,0,0.71817148,5.615174455,76.31147022,4.779133824,15,187,19.60257386,308.469609,14.17022569,46.27121967
39,0.027493016,0,14.18586252,0,0.412999381,7.284746599,69.05114825,4.566755087,18,187,20.20642228,396.9,11.0504764,50
40,0.171398073,50,9.471033034,0,0.504795948,6.552990867,57.02018291,3.778718393,7,187,17.8387014,396.9,6.581129171,50
41,0.328295847,0,6.189289258,0,0.525242224,6.725760227,43.46015675,6.03614579,16,666,22,212.0420006,13.38781419,50
42,0.16623413,12.5,1.16018816,0,0.622626844,6.145340417,18.31785124,1.553507239,16,711,13.42343066,396.9,28.24341969,39.09755899
43,0.117798712,25,12.50601017,0,0.683851996,5.650300153,82.95598541,4.272892111,15,666,21.70742625,396.9,9.356971994,50
44,0.094295253,0,9.157922452,1,0.676334987,6.350907239,63.82772229,4.541553716,6,279,20.48463654,396.9,19.06790848,50
45,0.022954842,0,10.81228391,0,0.576849798,6.431106885,91.85023571,1.78642936,9,330,19.04623415,364.882665,15.27372576,49.71184878
46,0.057050807,0,9.589571164,1,0.516367707,5.330200212,86.6812431,1.566062795,7,711,18.67606371,265.9624369,11.3313036,46.45522364
47,0.07786595,0,1.811760946,0,0.38,6.855299784,54.11223793,2.286515257,14,279,18.15778275,396.9,5.409603512,50
48,0.481209127,80,6.530268578,0,0.392302497,6.997567244,62.80403974,2.385071919,11,666,20.92757589,360.1398244,37.25226765,40.48462407
49,0.204403754,50,12.70173128,0,0.761998659,5.789234763,64.77618743,4.839007955,21,330,18.41229816,274.7468825,22.42809285,40.257941
50,0.016315362,100,2.572607885,0,0.38,5.584190255,88.75206577,2.441788123,16,279,16.89865357,328.0596494,38,26.89293795
51,0.199668011,0,7.234263008,0,0.455861123,6.087927036,97.52597322,2.163713029,6,330,20.48436235,390.5230797,31.42638442,38.78235092
52,0.085255834,25,3.204641085,0,0.687352754,6.316726568,98.01152977,2.445337455,22,279,21.98648571,214.9321689,36.75691559,34.1770634
53,0.060066296,80,11.81992296,0,0.575165596,6.115080293,70.82136474,5.808464017,16,666,14.26022793,358.6316621,5.756834521,50
54,0.281960454,0,7.671679001,0,0.661365409,6.257357517,58.12419745,3.341840447,20,330,22,319.0641732,5.696766774,50
55,0.466358525,0,11.52243388,0,0.615139402,6.455034388,11.31971083,3.035494936,16,279,16.21919115,396.9,16.86747543,50
56,0.413762204,25,10.98437418,0,0.726349904,5.342211743,86.41114757,3.142432717,12,666,16.38734379,186.3849556,8.257573225,49.99933916
57,0.049436759,0,17.44930466,0,0.585451274,5.422693061,96.55226563,6.33462215,17,711,15.76124262,396.9,10.92690276,50
58,0.09338217,50,16.86532684,0,0.629613727,4.394405581,57.58307951,2.282825972,5,666,18.50186792,396.9,38,18.72320922
59,0.201395653,0,2.653333209,0,0.463090416,6.95978166,82.76430191,6.409326181,13,666,15.68461977,189.824934,33.57983383,45.00900792
60,0.436334622,25,10.3387059,0,0.620359957,6.310658914,47.70232995,3.688604305,8,711,15.95182786,200.7363938,9.380252434,50
61,0.076153131,0,18.28696417,0,0.502464868,7.033495792,71.96748004,3.064211598,24,666,16.9851899,396.9,3.976204384,50
62,0.108306428,0,9.423929296,0,0.495627296,5.503583403,79.89263158,11.59356554,5,711,18.80460249,274.7021436,8.917695821,46.31374141
63,0.035879041,0,19.43839084,0,0.657366822,6.317085138,84.28226129,1.958502705,12,711,19.01667792,396.9,11.77152329,50
64,0.032210978,50,6.795057586,0,0.658194805,6.450378554,85.50021058,2.781963909,9,711,21.23063401,192.6685568,13.56159361,46.88035328
65,0.358807584,12.5,13.59680118,0,0.752613059,5.906752254,78.07689233,1.792810285,3,279,21.1799273,372.4743139,7.633696898,50
66,0.689001407,0,17.98865552,0,0.744791582,5.212600541,51.76874876,5.345371174,3,330,20.75414489,354.8711699,32.39196361,28.33276089
67,0.124131704,0,4.086955871,0,0.660077819,7.522109935,71.27044464,7.726024743,1,279,17.92444222,338.0541852,10.73085808,50
68,0.451237928,50,7.084138493,0,0.38,7.279498339,72.33301304,7.651956683,22,711,14.44940009,396.9,24.26770863,45.56332801
69,0.208871349,0,18.1398437,0,0.769321718,6.03264741,52.35555225,6.122523674,18,330,14.40070832,396.9,16.98503145,45.64338497
70,0.062402889,50,8.761461558,0,0.66015612,6.657159352,29.27709646,3.007742406,24,330,20.73900573,341.7430326,28.87817828,45.49496582
71,0.208811098,0,12.01266821,0,0.458096789,5.960646527,43.32476999,2.765937152,12,711,20.35625984,264.7101711,14.25699699,50
72,0.856966783,0,13.52313283,0,0.637469099,5.603217478,52.24010304,1.439671718,9,330,17.14325018,396.9,9.440492372,49.10178394
73,0.129640344,0,5.544055992,0,0.425528111,7.579083053,99.08051895,9.188353586,9,330,15.33038025,396.9,11.4827703,50
74,0.884769948,0,12.30578801,0,0.624235614,5.141241783,83.27108117,4.197499702,18,279,16.19626775,367.4271158,11.58034114,48.60670368
75,0.005836091,25,10.4920305,0,0.392047595,6.100147412,64.98809976,2.596129151,18,330,18.88432746,396.9,38,32.6769878
76,0.362867692,0,5.26857591,0,0.453013791,6.359026679,62.57119455,6.449666632,7,711,18.8884342,396.9,17.2171015,50
77,0.150236657,0,6.157866806,0,0.635191496,7.455865605,60.01623892,2.04136304,4,187,20.7935688,287.682384,16.49042136,50
78,0.094532762,50,18.25668005,0,0.678746409,6.927612058,65.50254809,4.068649056,13,187,17.50922019,396.9,27.91644452,43.91946837
79,0.151088871,0,4.249763116,0,0.589052423,5.129425158,70.87597931,3.045561951,17,187,17.96312074,306.673749,16.44395754,39.50836808
80,0.012461858,0,13.07818388,0,0.515659764,6.298074831,56.99633495,4.569201988,24,711,20.97570687,396.9,32.23348411,39.06342283
81,0.103974847,80,9.247095991,0,0.38,6.314742139,92.68230627,3.21624082,2,187,13.82479122,339.4916376,13.15436107,50
82,0.207740637,12.5,13.65019196,0,0.524917468,6.140163165,83.15224269,1.607268339,14,279,19.19839648,396.9,12.3767059,49.36656361
83,0.797297698,0,12.82647254,0,0.614018209,6.733866375,28.02088508,3.447978738,3,711,17.76469669,317.5246277,9.13246733,50
84,0.072662906,80,8.34558505,0,0.511988187,5.313625151,94.37284871,5.609334421,5,711,20.06807151,396.9,38,28.69501462
85,0.051293444,12.5,5.557216571,0,0.547290647,6.013954861,8.474003497,3.271968518,14,711,19.62773453,267.9320002,15.76993226,50
86,0.074117141,0,16.65951598,0,0.527725904,6.635173124,77.12134417,4.891786434,3,330,16.96811878,360.2913681,8.130110574,50
87,0.405953175,0,15.09546174,0,0.511395254,6.77570298,94.92336301,1.968428005,23,330,17.38386332,396.9,18.5060246,48.83547859
88,0.200789403,25,9.655401611,0,0.559105287,6.404593631,92.99502534,3.276807428,7,330,13.43565406,396.9,11.13360123,50
89,0.071667906,12.5,8.821125065,0,0.51727665,6.09812546,49.62134759,2.429644068,18,666,20.1499813,374.4746147,13.01677957,50
90,0.250554434,0,3.763481553,0,0.723194746,6.216041108,25.17601265,4.823454729,13,279,19.0275024,396.9,19.81525428,50
91,0.152055919,50,13.33203752,1,0.38,6.818284986,67.54845146,3.372808504,23,711,21.57672718,396.9,38,32.59647245
92,0.432736617,25,17.27306445,0,0.48449889,6.323730549,14.99125489,4.688144326,22,711,17.62131992,396.9,17.4781445,45.8434939
93,0.058281899,0,3.714325967,0,0.445569253,5.570706718,96.79388951,5.719350289,10,330,20.51153831,396.9,10.73358851,44.03758581
94,0.091337433,0,4.252274248,0,0.576293272,5.436551691,35.33446833,4.69176708,13,711,16.1461627,396.9,12.14662186,46.28998586
95,0.084540059,0,5.618255971,0,0.559257374,5.257253805,94.5394232,3.805925587,16,711,12.6,396.9,24.38256462,42.07338206
96,0.023371968,25,5.738018593,0,0.744663172,7.318906573,46.16892177,2.015553547,9,187,18.29206933,318.9921494,5.078395933,50
97,0.193079035,0,8.250258556,0,0.784137046,6.865223285,77.04838454,3.315495036,2,711,17.25330014,396.9,8.796823006,50
98,0.18512321,0,7.784197957,0,0.457229985,6.225458482,71.38817692,2.54328054,23,666,16.18819286,389.4403979,18.68250727,48.43659626
99,0.136168274,25,3.480520126,0,0.550060008,5.98234526,59.8632202,2.795379908,5,330,20.47583187,322.1363041,5.906174054,50
100,0.10213043,50,17.63564699,0,0.57355653,5.898248994,60.7965029,2.753114798,22,279,21.15814268,347.9250156,13.63294476,46.54268832
101,0.024762004,0,4.255328282,0,0.45426235,7.065265975,36.06397934,2.03406695,17,279,18.73192681,376.943076,12.34240604,50
102,0.081694027,50,8.012822746,0,0.625405844,7.633103456,23.90502295,1.247735995,23,187,18.09845805,278.7454538,27.83986853,48.74592596
103,0.08970243,0,5.080482055,0,0.521259116,5.876224953,76.69203491,2.377212246,22,279,18.63795842,396.9,14.15164116,50
104,0.051677504,50,15.153888,0,0.421883818,7.096890864,62.08046532,3.657170372,4,279,17.06356226,347.6405204,33.51572828,39.81852912
105,0.111520945,0,6.456789035,0,0.516451803,6.319609041,70.35761146,1.692000366,17,330,19.73771109,364.7285538,17.24157837,46.82898813
106,0.21977764,0,9.080378532,0,0.430279051,6.151299749,26.46219271,3.346252685,9,330,15.11338163,396.9,38,39.61401762
107,1.301377191,25,18.13010684,0,0.67439762,7.352949998,19.11763156,8.586010667,20,666,16.13922812,368.8070867,7.152819548,50
108,0.166875605,0,6.793284741,1,0.778187111,6.292883995,35.10722986,5.537417726,2,187,16.75922547,396.9,38,35.12912306
109,0.184346244,0,9.900307048,0,0.579378325,6.507455107,32.04274384,7.551685282,24,279,19.69098195,309.2418797,12.84974165,50
110,0.123769403,25,4.658029072,0,0.563353212,6.473791753,64.02297545,4.037250692,18,666,17.83452231,257.1666447,38,30.05791179
111,0.013534335,25,7.921150625,0,0.568292172,5.162080443,72.35575063,5.952164361,21,187,21.49285887,330.6106236,33.48644801,31.97197899
112,0.131097147,12.5,11.61166713,0,0.691868083,6.501887804,71.21422319,2.31177964,22,279,20.26728146,100.8609623,2.970871356,50
113,0.145478969,12.5,3.658744738,0,0.68928388,5.906115583,70.6921747,2.405673405,11,279,16.73759501,396.9,21.92222421,43.3645704
114,2.600985821,0,6.922031044,0,0.536121572,5.305192802,81.92651187,0.844027583,13,330,19.89362474,262.4602327,29.92133759,39.11862788
115,0.107438879,0,10.12298535,0,0.580310791,5.938004044,52.73133468,6.007884783,8,711,17.60194454,300.7897166,36.49428387,30.78968617
116,0.194340561,0,2.172313889,0,0.628317569,5.932227791,67.63884795,7.17183816,1,187,19.54099709,396.9,8.117463175,48.58323257
117,0.129813805,0,11.34662206,0,0.413477505,7.020917777,94.80015026,2.517865144,17,279,20.37389876,367.8400199,23.43441664,50
118,0.033292816,80,9.583031994,0,0.695512988,5.555347269,40.81085899,2.92420938,12,187,20.95237212,316.9103633,18.48656417,40.97433282
119,0.53333122,0,5.917791605,0,0.758179827,5.747106793,27.72552603,2.277478576,4,666,18.94444745,171.6746441,21.30294615,38.81949365
120,0.333644121,0,8.615163015,0,0.689803853,6.464771782,25.76110086,4.020180394,21,666,22,396.9,29.94498581,45.77221683
121,0.349671316,0,18.02466576,0,0.400528731,5.37194436,70.87109067,5.826790141,13,711,19.47089158,396.9,32.91820709,29.9822827
122,0.045444433,80,2.913678172,0,0.38,5.838695269,97.94425683,1.3890416,9,279,18.79711475,396.9,11.09566207,50
123,0.728588027,0,8.250220617,0,0.635046241,5.134866285,63.26703865,4.07438276,7,330,17.83446835,302.7294349,19.28353454,42.54424319
124,0.02516701,0,15.13780198,0,0.458777266,6.944008022,49.58137859,2.891178239,23,279,17.11112016,224.6450259,16.85557041,50
125,0.273686637,0,4.785550788,0,0.584456002,6.089045816,34.20593214,3.513796919,24,187,19.4237442,396.9,14.24475013,50
126,1.874883925,12.5,6.433303979,0,0.734217846,6.288857508,90.06491681,4.176597838,5,666,18.7216668,339.8865475,15.08551291,50
127,0.041227755,0,13.89471983,1,0.471165379,6.941207224,24.93085705,3.021939309,5,187,19.07381632,396.9,18.49670014,48.71617755
128,0.068593515,50,8.343072201,0,0.504693441,5.794411781,62.1402362,3.152533998,17,711,19.55764082,396.9,11.45940785,48.79998971
129,0.152526281,80,5.551216154,0,0.583206757,6.081609094,88.57838196,2.983396499,9,666,19.06452325,392.3219318,27.933371,34.14297468
130,0.073964444,0,3.436666767,0,0.394298843,5.5605704,31.36998067,5.393303551,6,330,22,372.2241999,35.21897405,35.82093885
131,0.021051234,12.5,12.68685167,0,0.459057256,5.559047395,65.75819091,4.093416617,19,666,17.33847725,377.9302536,10.05081843,50
132,0.146940956,80,19.3220389,0,0.5529829,5.655591974,20.88906087,3.707255216,16,279,19.45104536,208.0104151,36.27025315,29.52032496
133,0.037825778,25,9.2497658,0,0.513945416,5.955256726,40.13861552,1.75861073,21,279,17.99907493,396.9,10.06218105,47.17390092
134,0.238905051,0,12.31732274,0,0.62300893,6.030643126,55.33430988,2.747551437,2,666,13.08476135,396.9,28.18168072,40.87378271
135,0.044900377,0,5.881626177,0,0.87,6.502042506,8.206734302,5.203516152,10,711,18.07435979,396.9,36.22999208,41.65059164
136,0.869289807,12.5,4.166243205,0,0.561896601,5.676148136,91.82013945,3.38328891,16,279,16.43970648,219.0981782,15.53807685,46.66613718
137,0.052870807,0,2.955802837,0,0.448994566,6.523742873,59.3326117,4.617095071,5,279,18.35299059,345.9754569,10.11178277,50
138,0.091953357,25,11.01783394,0,0.720188843,6.639500904,89.95899033,8.030573139,15,330,18.44191445,396.9,11.55121009,50
139,0.359234702,80,15.22138004,0,0.38,5.972524472,95.76445101,5.580637597,13,666,19.34778735,305.5164167,20.43224151,49.04417596
140,0.030898823,80,7.093859056,0,0.383331019,5.736692799,96.71257363,3.478423482,13,279,17.33360537,396.9,38,29.51263203
141,0.177808513,0,12.1690842,0,0.478587587,6.359555322,85.05513923,2.571541218,13,711,17.60879559,362.0137808,5.955768796,50
142,0.649580379,0,7.94729313,0,0.516053594,6.157957776,78.30243827,0.926098389,15,187,20.04152604,396.9,17.46406217,50
143,0.019663722,100,11.42435383,0,0.475711272,6.45424628,34.02999575,3.052031818,14,666,16.72007124,319.4951314,15.59821852,50
144,0.168901535,50,6.759952411,0,0.546218521,7.398906505,64.63235176,2.820724458,8,330,14.45540342,364.6786602,12.50447954,50
145,0.18486293,0,1.354610855,0,0.582969028,6.348045934,89.53119525,4.035713433,11,279,18.84546899,396.7410876,15.66659651,48.30841358
146,0.345828409,80,4.930980985,0,0.678275144,5.852538607,45.27327762,3.074208244,18,711,20.85586724,258.4257084,11.87792822,50
147,0.03067397,50,5.742920992,0,0.560942593,5.676377272,93.06214412,2.828672358,24,666,20.01619705,381.9260947,34.67064096,30.4236957
148,0.027749209,0,7.849383424,0,0.48256645,5.703458858,37.44524318,1.363834932,4,711,18.88606523,112.3441977,36.79994255,31.83416416
149,0.253176065,0,10.69181166,0,0.671757446,5.276063585,65.02275517,2.075113986,10,711,21.25141976,302.2633374,17.33766258,39.29795259
150,0.193279415,0,2.422181002,0,0.451874143,6.952920526,16.57800476,4.213634262,1,330,20.88043793,396.9,15.10933843,50
151,0.182791599,0,3.253724264,0,0.38,4.736704826,96.91982694,7.829931923,5,666,17.77198804,396.9,12.23349885,43.44913815
152,0.20509907,0,7.365799396,0,0.694714722,6.641673372,51.08334278,3.162102986,13,279,19.0445478,396.9,17.36000162,48.52014959
153,0.059843069,50,16.36191739,0,0.687022389,5.692355265,76.72814875,3.911439782,1,330,19.13901249,230.4811736,38,33.42856598
154,0.178834307,0,10.06623417,0,0.454924193,5.94131635,86.45047912,5.345414435,23,279,18.30914862,396.9,15.4523247,44.3225704
155,0.192374164,0,3.357977247,0,0.502108138,5.671408651,71.62659245,2.213451433,8,187,20.99534466,253.3373744,9.937749248,50
156,0.057428091,0,2.358558586,0,0.439968695,7.312105262,80.72792833,3.9884673,3,711,18.16529105,396.9,12.95320004,50
157,1.269888896,0,6.697486799,0,0.589194906,6.311420921,23.94640006,2.292756824,3,187,17.39938644,256.3691292,25.84409075,39.3698376
158,0.238974006,80,7.180346792,0,0.757845915,6.853264968,53.43985285,5.116201245,7,711,12.79860923,286.6382354,10.69052652,50
159,0.032401058,0,14.07495252,0,0.634345816,7.210368801,55.02073121,3.581212836,4,330,16.74373146,269.9722286,16.11541622,50
160,0.297561108,0,3.279030386,0,0.674286957,6.414383832,25.06100495,3.85444068,3,279,15.6060806,369.6452316,21.83971019,45.01766271
161,0.042019646,25,10.52525215,0,0.6483674,5.46306336,37.35282517,2.244989179,15,279,18.41112847,339.2063593,11.18845325,45.4945989
162,0.348018905,0,3.441998305,0,0.549985702,6.145550075,93.39887478,4.728065718,8,330,15.74188365,396.9,5.705077499,50
163,0.543521886,0,15.62868253,0,0.680000853,5.780426391,11.60683904,9.415492403,3,666,19.83910643,355.3042297,8.646621976,48.71297792
164,0.050548663,0,13.8875735,0,0.639403668,5.947547087,94.12387053,2.005802344,7,187,20.93856274,218.8735157,9.823132808,45.37747804
165,0.430009213,0,13.37425292,0,0.722733486,6.233763345,73.97689096,2.801403373,18,187,18.43145513,382.0989346,14.33499308,50
166,0.222092151,0,13.52236942,0,0.494854127,6.206091051,53.93903202,3.727745909,11,279,16.33516102,196.6429258,16.88760291,49.48379418
167,0.362936349,0,6.233061051,1,0.38,6.588476413,88.24279891,4.919481339,11,279,19.13008083,276.5692866,26.95640087,49.83708259
168,1.318047637,0,16.5925392,0,0.675430122,6.690113006,97.73005122,2.509859705,17,279,22,323.8838868,7.874631538,50
